text;group;groupText;
Kimliðiniz çalýndý.doðrulama için hemen giriþ yapýn: <URL>;0;Dolandiricilik;
ACÝL: Adýnýza yasal iþlem baþlatýldý. Ýtiraz için 48 saat içinde <URL>;0;Dolandiricilik;
Tum Pijamlarda NET %50 Indirim Kampanyasi bugun baslamistir. Keyifli  Alisverisler Dileriz. (bu mesaji almak istemiyorsaniz RED yaz 3347 sms gonder);1;Promosyon;
Abi ben erdem bu play store hesabibinin sifresi neydi;2;Normal;
Hizmet saðlayýcý uyarýsý: hesabýnýz bloke edildi. Lütfen 1 hafta içinde aþaðýdaki linkten doðrulayýn: <URL>;0;Dolandiricilik;
Kargo þirketi hesabýnýzda þüpheli aktivite: hesabýnýzdan yetkisiz çekim. Hemen kontrol edin: <URL>;0;Dolandiricilik;
Tum English Home kilimler %50 indirimle magazalarimizda ve <URL>;1;Promosyon;
Kayýt çoktan oldu be ablam, Akbil bile aldým okuldan :);2;Normal;
Bayram icin gec degil! Oteller icin en uygun fiyatlara ek %10 indirim kodunuz: G4A9BM <URL>;1;Promosyon;
Bankanýz kartýnýzýn kötüye kullanýmý tespit etti. Daha fazla bilgi için <URL>;0;Dolandiricilik;
14 Subat indiriminde son 3 gun!! Harbiye Askeri Muze Outlet Hediyelik Esya fuarina siz degerli musterilerimizi bekleriz EURODIAMOND Pirlantanin Isiltili Dunyasi;1;Promosyon;
Toshiba Satellite notebook bugune ozel 1000 TL-125 TL chip-para icin SON GUN <URL>;1;Promosyon;
Ayþeee nerdesin beya dahiliden arýyorum yoksun;2;Normal;
KAMPANYA: Simdi Generali'yi ara, trafik sigortasi al, ucretsiz ekstra asistans kazan! <PHONE>;1;Promosyon;
Ucretsiz 100 MB Internet kazanmak icin 30 TL yuklemeniz yeterli. 3 gun icerisinde en az 30 TL yukleme yapin, 1 ay boyunca kullanabileceginiz 100 MB internetiniz olsun.;1;Promosyon;
Aleyküm selam;2;Normal;
5*TELATiYE RESORT Hersey Dahil TATiL Bayrama Ozel 3 gece 4 gun 399 TL. 4 gece 5 gun 499 TL. 0-12 yas ucretsiz Rez. <PHONE>;1;Promosyon;
Aynen oyle;2;Normal;
3-12 Kasim tarihlerinde Cep Subesine giris yaptiniz, <URL>;1;Promosyon;
Mms mi gonderdin gorunmuyor numara;2;Normal;
Tüm otel ve tur alisverislerinde gecerli siz üyemize özel %10 indirim kodunuz: B23TH1 <URL>;1;Promosyon;
Bonus Flas'a ozel Yargici'da Miles&Smiles kredi kartiniza 250 TL'ye ekstra 250 mil! Son gun 29.02.Daha fazla kampanya ve firsat icin BonusFlas'i indirin garanti<URL>;1;Promosyon;
Ziraat Bankasý: þüpheli iþlem tespit edildi. Hesabýnýz geçici olarak durduruldu. Hemen doðrulayýn: <URL>;0;Dolandiricilik;
Selamlar , iyi çalýþmalar Deniz Haným. Fatura ödemesi ile ilgili muhasebeye bi sorabilir misiniz. Bana her hangi bir dönüþ yapýlmadý çünkü bu konuda;2;Normal;
Tebrikler! Kampanya kazanýmý: Büyük ödülünüzü almak için doðrulama yapýn: <URL>;0;Dolandiricilik;
Kardeþim naptýnýz?? ;2;Normal;
Hesap güvenliði için 2 adýmlý doðrulama gerekmektedir. Hemen þu linke týklayýn: <URL>;0;Dolandiricilik;
CAYIN TADINA TAT KATAN BONE CHINA DEMLIKLI CAYDANLIK 200TL YERINE 49.9TL, STANDLI CAY VE KAHVE FINCAN SETLERI (6-12 PARCA) 100TL YERINE 29.9TL. madamecoco<URL>;1;Promosyon;
Yarin hem senato hem yonetim var baya kisi geliyor genel sekreterlikteki yedek makinalar yetmiyor ipad yarin getirir misin;2;Normal;
Süvari'de Bayramlýklarýnýz Hazýr, 2 Pantolon + 2 Gömlek 129,90 TL. Pantolon + Gömlek + Ayakkabý 199,90 TL.SMS Ýptali Ýçin SUVARI Yaz 3347'e Gönder;1;Promosyon;
Cazador'dan 150TL ve uzerine aninda 50TL indirim, ustelik ucretsiz kargo firsatiyla. <URL>;1;Promosyon;
Is Bankasi'ndan 15 Haziran - 15 Temmuz 2015 tarihleri arasinda Bireysel Tasit Kredisi kullananlar Maximum anlasmali OPET/SUNPET istasyonlarindan akaryakit/otogaz aliminda gecerli 100 TL MaxiPuan kazaniyor! Ayrintili bilgi: isbank<URL>;1;Promosyon;
Kampanya:Money Dostu, Tam Bana Gore diyecegin teklifin 11TL'lik yogurt alimina 2Money hediye, bu kampanyadan yararlan yeni teklifini gor. Son gun 28 Ekim. Kampanyaya katilmak icin TAMBANAGORE yaz 5818e gonder ya da <URL>;1;Promosyon;
Çocuklar nasýl;2;Normal;
Çevrimiçi yarý zamanlý iþ olarak seçildiniz;0;Dolandiricilik;
Ooo yarasiiiin. Mesgul etmiyim seni madem :) slm soyle Ömer'e ikinizede afiyetler olsun :);2;Normal;
Artýk Kargo Ücreti YOK! Tüm ürün gruplarýnda TEK FÝYAT avantajý da VAR! tozlu<URL> Sms iptali için Tozlu yaz 5306'ya gönder. Mersis:<PHONE>;1;Promosyon;
Hangi gozlugu gönderdim hatýrlamýyorum..  Listeye bakayým. Elimden geleni yaparým,);2;Normal;
Ýsim bilgileri uyuþmuyor. Kargonuzu almak için linke girin ve güncelleme yapýn: <URL>;0;Dolandiricilik;
Aramana gerek yok yazdýlar ztn ismini;2;Normal;
Maalesef herkes gelemez;2;Normal;
Paraf ile farkli gunde ve tek seferde 100 TL ve uzeri 5.gida marketi harcamaniza 50 TL ParafPara! MARKET yaz kart son 6 haneyi 3404?e gonder!parafcard<URL>;1;Promosyon;
UYARI: Vergi Dairesi - ödemeniz onaylanmadý. Hesabýnýzý korumak için hemen doðrulama yapýn: <URL>;0;Dolandiricilik;
Ailece keyifle izleyebileceginiz bir animasyon, The Boxtrolls Turkcell TV+'da! Hemen indirin cebinizden, tabletinizden izleyin <URL>;1;Promosyon;
Dev Sezon Finali Basladi! 28 Subat'a kadar tum isitma urunlerinde inanilmaz indirimler Koctas'ta. 19,99 TL'den baslayan fiyatlarla magazlarda sizleri bekliyor.;1;Promosyon;
Mahkeme: gümrükte bekliyor. þikayetçi olunacaktýr. Detay: <URL>;0;Dolandiricilik;
Nereye not aldýysam bulamadým :);2;Normal;
Mahkeme hesabýnýzda þüpheli aktivite: Kimlik doðrulama eksik. Hemen kontrol edin: <URL>;0;Dolandiricilik;
Iyiyim ne yapayim okula gidiyoum hala ogrenciyim;2;Normal;
Saðooll yeðen aramadýðýn içinn;2;Normal;
Olur:);2;Normal;
Ben simdi perde isini halledicem kutularý yavastan açýyorum duzenliyorum akliniza bisey gelirse soylersin;2;Normal;
Ýade talebiniz bekliyor. Kimlik doðrulama: <URL>;0;Dolandiricilik;
Garanti BBVA bildirim: Ödemeniz (500 TL) onaylanmadý. Ödemeyi tamamlamak için: <URL>;0;Dolandiricilik;
Bende evdeyim aramýþsýn tuvaletteydim;2;Normal;
Sýnýrlý sayýda Apple iPad Air 16 GB Wi-Fi sadece 999 TL! Týklayýn, bu fýrsatý kaçýrmayýn! <URL>;1;Promosyon;
100 TL'ye varan hediye ceki firsatinda son gun! World ile 75 TL'ye varan Worldpuan kazanma sansiniz devam ediyor. <URL>;1;Promosyon;
Hesabýnýz kapatýlacak. Onay için hemen týklayýn: <URL>;0;Dolandiricilik;
Abim open cart en çok kullanýlan ;2;Normal;
Tebrikler, Generali olarak size Trafik Sigortanizla beraber 1 aylik ucretsiz Kasko hediye etmek istiyoruz! Hemen daha fazla bilgi icin <PHONE>;1;Promosyon;
100 TL'ye varan hediye ceki ve 50 TL'ye varan bonus icin son gun! <URL>;1;Promosyon;
Limitiniz yükseltildi. Sözleþme: <URL>;0;Dolandiricilik;
Kampanya -  50 TL chip-para kazanmak için son günler! 31 Aralýk'a kadar, Free'niz ile akaryakýttan markete, giyimden elektroniðe dilediðiniz yerde yapacaðýnýz ilk alýþveriþinize 50TL chip-para hediye! Unutmayýn, chip-para demek bedava alýþveriþ demek! ;1;Promosyon;
Güya öðrencileriyim ama beyae hayýrlýsý artýk;2;Normal;
Sepetinde %10 ÝNDÝRÝM Seni Bekliyor. <URL>;1;Promosyon;
1GB Hediye! Vodafone Yanimda uygulamasina giris yapin, haftalik 1GB internet kazanin. Hediyeniz Internet Paketleri menusunde. Hemen uygulamayi yuklemek icin: <URL>;1;Promosyon;
Yatýrým platformu %300 garanti ile açýldý. Üye olmak için: <URL>;0;Dolandiricilik;
Neyse aman nasýl geçiyor tatil;2;Normal;
Tabi yaz günü nasýl idare etcek insanlar hemen alýnmasý lazým sýcaklarda;2;Normal;
Ýsim bilgileri uyuþmuyor. Kargonuzu almak için linke girin ve güncelleme yapýn: <URL>;0;Dolandiricilik;
HES kodu doðrulamasý  gerekiyor. Buraya girin: <URL>;0;Dolandiricilik;
O ikisi baðýmsýz cümleydi yanlýþ anlaþýldým :) ;2;Normal;
Turkcell Muzik ile internetinizin olmadigi yerlerde bile dilediginiz sarkiyi dinlemek icin MUZIKDINLE yazip 2222ye gonderin.(30 gun ucretsiz);1;Promosyon;
%100 PAMUK SATEN CARSAFLI NEVRESIM TAKIMLARI CIFT K 99.99TL,TEK K 79.99TL FIRSATIYLA MAGAZALAR VE madamecoco<URL>'DA!IPTAL:5830A MC YAZ/MERSIS0273065777400019;1;Promosyon;
KAMPANYA: LOFT'TA TUM URUNLERDE ETIKETIN YARISI INDIRIMI BASLAMISTIR. SMS ALMAMAK ICIN LOFTSU YAZIP 7889'A UCRETSIZ SMS GONDEREBILIRSINIZ. MH:5495520372;1;Promosyon;
Kredi limitiniz onaylandý. Kredi detaylarý ve sözleþme: <URL>;0;Dolandiricilik;
Yok maça bakmiyorum;2;Normal;
twitter navigasyon felan;2;Normal;
Bide kendi odamdaki kirmizi duvari geri beyaza boyadim;2;Normal;
Devlet sýrrý mübarek. Telefon da söylemiyor ne olduðunu;2;Normal;
Bari cumartesi gelmeye çalýþ;2;Normal;
Abi iki hesaba da attým;2;Normal;
Adýnýza iþlem yapýlmýþtýr. Ýptal için týklayýn: <URL>;0;Dolandiricilik;
Zaman bir el verince  Uçup gidiyor..;2;Normal;
Beylikdüzü'nde yepyeni proje!! MAHAL ISTANBUL RESIDENCE lansman firsatlari ve hemen tapu imkani ile sizleri bekliyor. <PHONE>;1;Promosyon;
PAZAR GUNU OYNANACAK OLAN FENERBAHCE-GALATASARAY DERBISINI EVINIZDE IZLEMEK ICIN DEV KAMPANYA HEMEN ARAYIN UCRETSIZ KURALIM <PHONE>;1;Promosyon;
Son çaðrý: Mobil Operatör - kargonuz iade edildi. derhal cevap vermezseniz hesabýnýz kalýcý olarak kapatýlacak. Link: <URL>;0;Dolandiricilik;
Vatan'da Bu Haftasonu Casper Via T8B tablet 299 TL, Seg 32SD3100 led ekran 549 TL, Samsung Galaxy S5 16 GB cep telefonu 1699 TL.Kampanya stoklarla limitlidir.;1;Promosyon;
Altin birikimlerinizi arttirmak ister misiniz? Siz de hemen Birikimli Altin Hesabi acin, her ay ister kartinizdan ister hesabinizdan duzenli olarak altin biriktirin. Hesap acmak icin: <URL>;1;Promosyon;
Ödeme doðrulamasý gerekli. Link: <URL>;0;Dolandiricilik;
birde sistemi tam bilmiyormus bikac sey sormak istiyormus;2;Normal;
Bahar sende napýo:);2;Normal;
Az onceki perde kadar uzun mu olucak;2;Normal;
Bonus'a ozel Brooks Brothers'ta %10 Brooks Bonus.Son gun 14.02. Detaylar:<URL>;1;Promosyon;
Tebrikler! Ücretsiz tablet kazandýnýz. Kargo ve vergi ücreti ödemesi için: <URL>;0;Dolandiricilik;
Önce yüzde elli yapar sonra yüzde yetmiþ her dönemde oluyor;2;Normal;
GRATÝS'TE BÜYÜK YILBAÞI ÝNDÝRÝMÝ BAÞLADI!28 Aralýk'a kadar %50'ye varan indirimler sizi bekliyor.Detay: <URL>;1;Promosyon;
Tum Yeni Sezon Konfeksiyon ve Ic Giyimde 50 TL INDIRIM.300 TL. ve Uzeri Alisverislerinizde Gecerlidir Mesaj almak istemiyorsaniz RET yaz 3347'ye SMS gonderiniz;1;Promosyon;
Kampanya: Money Dostu,10-23 Aralikta Migrosta Money Bonusunla 350TL harca 14MONEY=14TL kazan!Harcama bilgilerin fisinde! Kampanyadan yararlanmak icin TAMBANAGORE yaz 5818'e gonder!Alkol,sigara, TL yukleme haric.Bilgi icin,<PHONE>;1;Promosyon;
Hesap güvenliði için 2 adýmlý doðrulama gerekmektedir. Hemen þu linke týklayýn: <URL>;0;Dolandiricilik;
ÖDEME ONAYLANMADI. Kartýnýz bloke olabilir. Hemen kontrol için týklayýn: <URL>;0;Dolandiricilik;
Rengarenk tum aksesuarlar %50 indirimle magazalarimizda ve englishhome<URL>;1;Promosyon;
Hani ya Ben niye göremiyorum;2;Normal;
Gunaydin. Bize gorevlendirme cikmis ve arac icin calisma yapiyolarmis ama ne zaman kalkar burdan veya seni alir mi bilmiyorum. Ustune bu arac cikarsa ben ona yetisebilicemmi onuda bilmiyorum :) ama kalacak yeri ayarlamamiz lazim artik. Sen gelicek misin o;2;Normal;
Acil: Kredi Kuruluþu - kargonuz iade edildi. 24 saat içinde iþlem yapýn yoksa adli iþlem baþlatýlacak. Ýletiþim: <PHONE>;0;Dolandiricilik;
Sadece 9,90TL ye aylik 250dk konusma icin SABIT250 yazip 2222ye gonderin! Yurt ici tum sabit yonleri ve <PHONE>;1;Promosyon;
Ziraat Bankasý: þüpheli iþlem tespit edildi. Hesabýnýz geçici olarak durduruldu. Hemen doðrulayýn: <URL>;0;Dolandiricilik;
Peki Fethiye'de ev var mý sadece ben gelsem;2;Normal;
PTT: kargonuz iade edildi. hesabýnýz kalýcý olarak kapatýlacak. Detay: Tel: <PHONE>;0;Dolandiricilik;
Tum ogretmenlerimizin 24 Kasim Ogretmenler Gununu kutlariz!Ogretmenlerimizin ve birinci derece yakinlarinin 100.000-1.000.000TL arasi 32-92 gun vade araliginda yeni mevduatlarina yillik brut %12.50  tanisma faizi.Xclusive ayricaliklarini bu cazip teklifle;1;Promosyon;
Kredi Kuruluþu güvenlik uyarýsý: aboneliðiniz iptal edilecek.doðrulama için: <URL>;0;Dolandiricilik;
Fark edemedim;2;Normal;
"Tek zor olur aklýnda olsun gelirim her zaman ;)";2;Normal;
Kampanya:120 cm yýlbaþý aðacý seti + 41 parça süs sadece 29,90 TL!Fýrsatý kaçýrma!<URL>;1;Promosyon;
naptýnýz vardýnýz mý ewde misiniz;2;Normal;
Tum ihtiyaclariniz icin 15.000 TL'ye kadar masrafsiz Aninda Kredi'ye Internet Subemizden veya IsCep'ten hemen simdi basvurun, onaylanan krediniz subeye gitmeden aninda hesabiniza gecsin! - SMS istemiyorsaniz IPTAL yazip 4722'ye gonderebilirsiniz. T. Is Ba;1;Promosyon;
Hesap iþlemleri bildirim: Ödemeniz (1.250 TL) onaylanmadý. Ödemeyi tamamlamak için: <URL>;0;Dolandiricilik;
Þerif almaya geldi aleyküm selam;2;Normal;
Internet Subesi'ne giris yapin, %20 karincadesign<URL>'un eglenceli dunyasinda kaybolun. Detayli bilgi icin <URL>;1;Promosyon;
Buyuk ikramiye buyuk heyecan! Hemen MP BILETNO yaz 2222 ye gonder hem Milli Piyango biletini sorgula hem de akilli telefon T50 kazanma sansini yakala(1,6TL/srg);1;Promosyon;
Elektrýkçi kapýcý bi de dolap takmaya;2;Normal;
Saðolsun hocalar rezalet bir sýnav hazýrlamýþlar þaþýrmadým jüriyi öðrenince moralim bozulmuþtu zaten;2;Normal;
Tamam;2;Normal;
VakifBank Worldcard ile 16-28 Subat arasinda toplam 850 TL ve uzeri harcamaniza 30 TL Worldpuan hediye. SUBAT yaz kartin son 6 hanesini 6635e gonder.;1;Promosyon;
Paraf'la 1 Aralik'a kadar CarrefourSA'larda farkli gun ve tek seferde yapacaginiz 3 adet 75TL ve uzeri iþleme 25TL ParafPara ! <URL>;1;Promosyon;
Amerika'dan ithal mucize cinsel performans seti GCBL Türkiye'de. Daha uzun ve keyifli geceler, saglikli bir cinsel hayat. Ücretsiz bilgi icin: <PHONE>;1;Promosyon;
Hesabýnýz kapatýlacak. Þüphe varsa arayýn: <PHONE>;0;Dolandiricilik;
Gümrük Müdürlüðü: gümrükte bekliyor. þikayetçi olunacaktýr. Detay: <URL>;0;Dolandiricilik;
Gunun 2. super firsati Tefal tost makinesi 109TL <URL>;1;Promosyon;
Alt derslerim sýnavlarý zordu ama geçecek not alýrým heralde abi. ;2;Normal;
Limitiniz yükseltildi. Sözleþme: <URL>;0;Dolandiricilik;
TOTAL'DE FARKLI BIR GUNDE 75 TL VE UZERI BIR HARCAMA DAHA YAP, EKSTRA BONUS KAZAN! SON GUN 15 SUBAT! DETAYLI BiLGi: <URL>;1;Promosyon;
Seni yerim ben ya ?okk tatlý elllerine saðlýk þekerim;2;Normal;
Bitti bitiyor! Deri yilinda DERIMOD'dan %70'e varan indirimlerle DERI CEKET sahibi olmak icin son gunler!;1;Promosyon;
Ýyiyiz iyi nazar deðmesin:) açtýn mý?;2;Normal;
INDIRIM: DERIMOD'da tum AYAKKABILARDA %70'e varan bayram indirimi, World'e ozel %10 indirim daha. SMS istemiyorsaniz DERIMOD yazip 4933'e gonderebilirsiniz.;1;Promosyon;
Maç saat kacta 8 de mi;2;Normal;
VakifBank Worldcardla 31Marta kadar ATM,<PHONE>;1;Promosyon;
Yerli ve yabanci milyonlarca sarkiyi internet ucreti odemeden dinleyebilecegin Turkcell Muzik uygulamasini indirmek icin hemen tikla:<URL>;1;Promosyon;
PTT güvenlik uyarýsý: kargonuz iade edildi.doðrulama için: <URL>;0;Dolandiricilik;
Ozel gittigidiyor indirimi Cep Subesi'nde! 20 Temmuz tarihine kadar Cep Subesi'ne giris yapin, gittigidiyor<URL>'dan yapacaginiz 100 TL ve uzerindeki alisverisleriniz icin 20 TL indirim kazanin. Detayli bilgi icin <URL>;1;Promosyon;
Cýxxxxx ediusta yapmamýþlar after effect;2;Normal;
Mugla Domino's Cildirdi Bu Hafta 3 Adet Orta Boy Sosyal Pizza+1 Lt Coca-Cola Sadece 33,99 Ufff Kos Arkadas Kos <PHONE>;1;Promosyon;
niye boyle oluyor ek biseyler yapabilir miyiz;2;Normal;
haftaya ben gelince bi arar konuþurum  isterse. veya bi mail atsýn;2;Normal;
Çevrimiçi yarý zamanlý iþ olarak seçildiniz: <URL>;0;Dolandiricilik;
390 a veriyorsan cihazi adresi vereyim ver kargoya abicm;2;Normal;
Sen napiyosun ;2;Normal;
Selamunaleyküm hocam oðlum hasta gelemiyorum;2;Normal;
Vatan'da Haftasonu Philips 106 Ekran 42PFK5209 TV 1199 TL, Casper T8 Tablet 299 TL, Lenovo 59-428670 Core i3 notebook 899 TL. ve iPhone 6 satýþýmiz baþlamýþtýr;1;Promosyon;
SGK kaydýnýz askýya alýndý. Ayrýntýlar için arayýn: <PHONE>;0;Dolandiricilik;
"Su isleri hallediyim aricam gun icinde ;)";2;Normal;
HES kodu doðrulamasý  gerekiyor. Buraya girin: <URL>;0;Dolandiricilik;
uyarý! Hizmet saðlayýcý – ödemeniz onaylanmadý. Hemen bilgi güncelleyin yoksa þikayetçi olunacaktýr. Tel: <PHONE>;0;Dolandiricilik;
Yunus þortun biri var diðerini bulamadým bide tozluklarý bulamadým;2;Normal;
Güzelim konuþtum serkan'la teze bakmasý gerekiyormuþ benim de yarýn misafirim gelecek Belçika'dan biraz hazýrlýk yapayým;2;Normal;
Sirkeci çok güzel ablam çok renkli;2;Normal;
Merhaba,4.5G hizinda interneti deneyimlemeye cok az kaldi!Siz de telefonunuzu 4.5G hizinda yeni telefonla degistirerek bu deneyimi 1 Nisan da yasayabilirsiniz! Turkcell in kampanya ve hizmetlerinden sizi haberdar etmemizi istemiyorsaniz IZINIPTAL yazip 2742ye gonderin.;1;Promosyon;
Kimliðiniz çalýndý.doðrulama için hemen giriþ yapýn: <URL>;0;Dolandiricilik;
Aynen;2;Normal;
7-8 Ekim tarihlerindeki tum oto lastik ve aksesuarlara aninda %5 indirim <URL>;1;Promosyon;
Degerli Musterimiz, guncel fatura bilginizi goruntulemek, kampanya tarifenizden kalan dakikalarinizi goruntulemek icin Online Hizmet uygulamamizi deneyin!;1;Promosyon;
"Tamam ;) ";2;Normal;
SON FIRSAT! TUM URUNLERDE NET %50 INDIRIM.18-19-20 Aralik. SMS Almak Istemiyorsaniz DAGI Yazip 3525'e gonderin.MERSIS No:8-9796-7846-576770ServisSaglayici:Codec;1;Promosyon;
Yatýrým platformu %300 garanti ile açýldý. Üye olmak için: <URL>;0;Dolandiricilik;
Ya fiyata gelince piyasayý bilmiyorum ama çok uygun geldi bana bi de o senin için baþka bi anlamda olacak evladiyelik;2;Normal;
YENI GIRISIMCILER VE MEVCUT ISLETMELER, 10 BIN TL'DEN 500 BIN TL'YE KADAR YARARLANABILECEGINIZ DEVLET DESTEKLERI ICIN CAGRI BIRAKIN,SIZI ARAYALIM. <PHONE>;1;Promosyon;
2500 TL limitli Avans Hesap icin son firsat! 13 Agustos tarihine kadar subemize gelin, nakit sikintisi cekmeyin! Bilgi: <PHONE>;1;Promosyon;
Tebrikler! Büyük ödülü kazandýnýz. Detaylar ve talep formu: <URL>;0;Dolandiricilik;
ACÝL! Uyarý: Banka kartýnýz riskli iþlem yaptý. iþlemi onaylamýyorsanýz buraya týklayýn: <URL>;0;Dolandiricilik;
KAMPANYA: SEVGILILER GUNUNE OZEL! Burger King'den 1 Sicak Cikolata Alana 1 Sicak Cikolata Bedava! Kampanya Gecerlilik Tarihi:12-13-14 SUBAT! Detayli Bilgi: <URL>;1;Promosyon;
English Home Wellsoft TV battaniyeleri 19,99TL'lik indirimli fiyatlariyla tum magazalarimizda!SMS almamak icin RET yazip 4909'a gonderin.Mersis:0326026979700012;1;Promosyon;
1 hafta boyunca gecerli 1 GB internet sadece 9 TL. ACIL1GB yazip 2222 ye gonderin daha fazla internete ihtiyaciniz oldugunda rahat edin.;1;Promosyon;
Sistemimiz ödeme sahteciliði tespit etti. Hesap güvenliði için doðrulama: <URL>;0;Dolandiricilik;
Milletin gazýna gelme ye ye diyenlere uyma sonra sen rahat edeceksin;2;Normal;
Ucretsiz 3 taksit keyfi! 30 Haziran'a Kadar Garanti Bankasi Kartlarinizla Y.ici 75-10000 TL pesin harcamalara 3 taksit! UCRETSiZ yaz 3340a yolla! garanti<URL>;1;Promosyon;
Hep adam arar beni bu defa dayanamadým ben arýyorum;2;Normal;
Ben þu an izindeyim , arkadaþlar da tekrar soruþturacaklar;2;Normal;
Ok yarýn ben bununla diðer tülü getiririm bime;2;Normal;
Faizsiz kredi fýrsatý sizi bekliyor. Baþvuru ve onay için: <URL>;0;Dolandiricilik;
PETROL OFISI'NDE AYRI GUNLERDE 3 DEFA DAHA 100 TL VE UZERI HARCA, EKSTRA BONUS KAZAN! SON GUN 31 ARALIK!DETAYLI BiLGi: bonus<URL>;1;Promosyon;
Hakan hayýrlý bayramlar dilerim;2;Normal;
Dinlen bari yarýn iþ var senin;2;Normal;
CarrefourSA Kart ile sepetiniz TL puanla dolsun! 12-13 Aralik'ta secili urunlerde 200TL'ye varan puan firsati!;1;Promosyon;
Kampanya: VakifBank Worldcarddan 50TL Worldpuan! 31 Aralika kadar hepsiburada<URL>dan tek seferde yapacaginiz 500TL ve uzeri iþlemlere 25TL, 1000TL ve uzeri iþlemlere 50TL Worldpuan hediye. Kampanya SMS iptali icin VBRED yazin 6757ye ucretsiz gonderin.;1;Promosyon;
Lidersiniz simdi herkes izler yenilin die :);2;Normal;
Simdi faturalariniz 100TL bonus degerinde! Bonus'la vereceginiz 1 adet yeni otomatik fatura talimatina 15TL, 3 yeni talimata 50TL, 5 ve uzeri yeni talimata 100TL bonus! Son gun 29Subat! Detaylar:bonus<URL>;1;Promosyon;
FIRSAT yazin 2222 'ye ucretsiz gonderin, markalarin indirim ve firsatlarini tum hatlarinizla once siz ogrenin! Hediye 30 dakika gunluk konusmayi da kazanin!;1;Promosyon;
Tum mobilya, dekorasyon, aydinlatma ve ev tekstili urunlerinde aninda %20 indirim. Son gun 21 Kasim <URL>;1;Promosyon;
Yatýrým platformu %300 garanti ile açýldý. Üye olmak için: <URL>;0;Dolandiricilik;
Cemil merhaba, bir þey soracaðým. Edius'ta bu tarz geçiþler yapýlabiliyor mu,;2;Normal;
Ödeme uyarýsý: Son faturanýz ödenmemiþtir. Ödemeyi yapmak için: <URL>;0;Dolandiricilik;
Motorlu Tasitlar Vergisinde ucretsiz 3 taksit! Odemenizi gib.gov.tr ,Garanti Internet ve Cep Subeleri ,<PHONE>;1;Promosyon;
Adýnýza iþlem yapýlmýþtýr. Ýptal için týklayýn: <URL>;0;Dolandiricilik;
Tukkanda dur tukkanda :));2;Normal;
Lenovo i5, 4 GB ram, 1 TB hdd, 2 GB vga 15,6'' Freedos ozellikleriyle sadece 1.329 TL! Ustelik Kargo Ucretsiz! <URL>;1;Promosyon;
Volkan sosyal medya ile ilgili toplantý varmýþ, haberin var mý?;2;Normal;
1.000 TL ve uzeri TV alisverislerinize kliksa<URL>'dan aninda 200 TL'ye varan indirim firsati! Indirim kodunuz icin tiklayiniz <URL>;1;Promosyon;
